id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16764130,Spacious Studio apt—1 Subway stop from Manhattan,41578662,Lucia,Bronx,Mott Haven,40.8115,-73.9258,Entire home/apt,80,7,0,,,2,0
16766743,Large apartment by the park. Close to trains.,109859103,Tomek,Brooklyn,Flatbush,40.65229,-73.9603,Entire home/apt,123,1,0,,,1,0
16769229,"20 min to Manhattan, Spacious 2BD in Brooklyn, NYC",111327104,Ziggy & Rome,Brooklyn,Bushwick,40.69692,-73.90832,Entire home/apt,135,4,76,2019-06-26,2.61,1,76
16771876,Delight in Your Home Away from Home in NYC!,87795401,Paul,Bronx,Soundview,40.82987,-73.86608,Entire home/apt,60,2,105,2019-06-11,3.61,1,131
16775958,The Happy Hideaway,4232532,Jenn,Brooklyn,South Slope,40.6618,-73.98234,Entire home/apt,144,2,12,2019-01-01,0.9,2,0
16776959,1 Bedroom in Great Brooklyn Neighborhood,39978070,Robert,Brooklyn,Bay Ridge,40.63295,-74.03028,Entire home/apt,75,60,1,2018-08-20,0.09,1,358
16778711,"Luxurious & Modern, Private Deck + Great location",2938381,Lee,Brooklyn,Prospect Heights,40.68018,-73.96422,Entire home/apt,170,2,154,2019-06-21,5.2,1,235
16779705,Cozy West Village Studio,11699846,Natasha,Manhattan,Greenwich Village,40.73239,-73.9996,Entire home/apt,103,2,15,2018-10-28,0.57,1,0
16784199,Sunny And Renovated Greenwich Village Apartment!,5042847,Davide,Manhattan,Greenwich Village,40.72851,-73.99985,Entire home/apt,195,3,9,2019-06-06,0.38,1,0
16792642,Sunny 2 bdrm Park Slope Apt w/ Yard 3min to Subway,106168581,Jason,Brooklyn,South Slope,40.666,-73.9902,Entire home/apt,210,4,88,2019-07-04,4.41,1,20
16793429,COZY at MOTT,3654281,Wen,Manhattan,Little Italy,40.71909,-73.99562,Entire home/apt,150,7,10,2019-01-07,0.44,1,43
16793649,"Bright Modern Apt near Major Trains! A, C, J, Z, L",108249932,Yngrid And Jiovanni,Brooklyn,East New York,40.67449,-73.89053,Entire home/apt,84,3,65,2019-07-02,2.43,2,132
16794070,1 Bedroom in a gorgeous brownstone in South Harlem,37482532,Adam,Manhattan,East Harlem,40.80964,-73.93964,Entire home/apt,69,2,2,2017-02-05,0.07,1,0
16797910,Brooklyn less than 30 min from manhattan (subway),111666924,Carl,Brooklyn,Crown Heights,40.67219,-73.92168,Entire home/apt,75,3,72,2019-06-09,2.48,1,19
16798165,Newly renovated and cozy 1-bedroom in Brooklyn,1653951,Mario,Brooklyn,Bay Ridge,40.63473,-74.02833,Entire home/apt,100,2,109,2019-06-23,3.67,1,216
16798351,Beautiful East Village Studio,94669886,Nadine,Manhattan,East Village,40.72885,-73.98103,Entire home/apt,115,7,11,2018-08-21,0.39,1,0
16802965,Modern Apt in Townhouse in Williamsburg prime!,25233493,Jaime,Brooklyn,Williamsburg,40.71286,-73.96084,Entire home/apt,200,5,31,2018-11-04,1.39,2,291
16804336,"Michael's Cozy Studio Central Park, Subway 1,A B C",47062032,Michael,Manhattan,Morningside Heights,40.80432,-73.96694,Entire home/apt,130,2,56,2018-01-15,1.9,1,0
16805065,Hey!!! Check out this apt. On our new link!!!,30434875,Richard,Manhattan,Chelsea,40.74814,-74.00372,Entire home/apt,230,1,27,2018-12-13,1.83,1,189
16805103,"East 63rd street, Studio Serviced Apartment",22541573,Ken,Manhattan,Upper East Side,40.76347,-73.9631,Entire home/apt,179,30,0,,,87,287
16805446,Perfect Cobble Hill Apartment for Two,7786166,Kate,Brooklyn,Cobble Hill,40.68687,-73.99471,Entire home/apt,190,2,15,2019-06-22,0.53,1,162
16810808,Family friendly 2 bedroom apartment on Homecrest,10633027,Sam,Brooklyn,Sheepshead Bay,40.59425,-73.95922,Entire home/apt,139,2,41,2019-07-04,1.52,3,29
16811199,Spacious 1 bdrm apt in amazing location,77812140,Peter,Queens,Ridgewood,40.70475,-73.91081,Entire home/apt,120,2,2,2017-05-21,0.08,1,0
16823231,1BR Spacious Luxury Apartment in Williamsburg BK,2369654,Michael & Hanako,Brooklyn,Williamsburg,40.71778,-73.95503,Entire home/apt,120,4,7,2018-04-16,0.24,1,0
16823923,Wonderful Apartment Upper West Side Midtown,71739526,Jonathan,Manhattan,Upper West Side,40.77016,-73.98126,Entire home/apt,250,7,0,,,1,0
16824884,Amazing One Bedroom Apt,5447617,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.6808,-73.93753,Entire home/apt,110,30,9,2019-04-27,0.34,3,319
16826741,The Gramercy East,111798802,Ritchy,Manhattan,Gramercy,40.73575,-73.98,Entire home/apt,155,2,3,2018-09-29,0.12,1,3
16828843,"Large, Sunny Studio in the heart of Chelsea.",31175385,Eunice,Manhattan,Chelsea,40.74089,-74.00002,Entire home/apt,130,2,4,2019-01-01,0.13,1,0
16829324,✪ Stay Together in Style ✪ 2BR / 3 Bed ✪ Best Area,4094013,Cami,Manhattan,Lower East Side,40.72293,-73.98918,Entire home/apt,200,4,72,2019-06-23,2.94,1,109
16829867,New studio in Murray Hill,37832982,Cynthia,Manhattan,Murray Hill,40.74976,-73.97444,Entire home/apt,130,2,0,,,1,0
16830241,"Sunny, Modern East Village 1BR w/ 24-hr doorman",7837004,Hilary,Manhattan,East Village,40.72979,-73.98917,Entire home/apt,170,5,29,2019-06-04,0.98,1,0
16843605,"Comfortable, eclectic and private apartment",109865937,Philip,Brooklyn,Clinton Hill,40.68976,-73.96533,Entire home/apt,280,2,41,2019-06-27,1.51,1,343
16845648,"Bright, Beautiful 2 BD, great location UES",59358,V.Stephan,Manhattan,Upper East Side,40.78429,-73.94878,Entire home/apt,200,5,48,2019-07-01,1.73,2,71
16846074,Modern Studio in the Heart of Midtown NYC!,3902092,Anthony,Manhattan,Hell's Kitchen,40.75673,-73.99362,Entire home/apt,170,2,0,,,1,0
16846462,Brooklyn Gem,28297517,Sabrina,Brooklyn,Bedford-Stuyvesant,40.68841,-73.95082,Entire home/apt,140,2,54,2019-06-02,1.91,1,267
16847069,Prime SOHO Luxury penthouse Loft,62103724,Joe,Manhattan,NoHo,40.72569,-73.99519,Entire home/apt,399,3,51,2019-06-17,1.76,1,336
16851711,"Light-filled Apartment in great area, close 2 all!",24758130,Dounia,Brooklyn,Flatbush,40.63192,-73.94734,Entire home/apt,75,1,12,2017-06-19,0.43,1,0
16854141,"Snug, Cozy 1 bedroom Apartment",18595156,Dwane,Brooklyn,East New York,40.65877,-73.89631,Entire home/apt,100,1,68,2019-06-08,2.27,1,364
16854754,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Daniel,Manhattan,Midtown,40.75562,-73.96539,Entire home/apt,149,3,8,2019-05-14,0.34,2,0
16858146,Entire Apartment in Hells Kitchen!,3747161,Eric,Manhattan,Hell's Kitchen,40.76318,-73.99009,Entire home/apt,125,30,7,2019-05-25,0.26,1,204
16865916,"Modern Living, Views, Summer in the City!",4462722,Jay,Manhattan,Upper East Side,40.76516,-73.95868,Entire home/apt,249,2,7,2019-05-07,0.27,1,363
16867024,Stunning Terrace/garden Design 2 BR Apartment,112393778,Christophe,Manhattan,Harlem,40.80346,-73.94583,Entire home/apt,360,5,23,2019-05-24,0.84,1,3
16871240,"Cute Apartment for 2-4 people, IDEAL location NYC",112439486,Ryan,Queens,Sunnyside,40.74561,-73.91927,Entire home/apt,88,3,2,2017-02-20,0.07,1,0
16873148,3BR Home 25 Mins to Times Square + Manhattan,60665255,Nicholas,Queens,Maspeth,40.73147,-73.89486,Entire home/apt,175,1,60,2019-06-17,3.05,1,317
16879258,Gorgeous and sunny 1 br in Little Italy/Nolita,11050811,Dianna,Manhattan,Little Italy,40.71867,-73.99709,Entire home/apt,200,5,0,,,1,45
16880235,Light-filled Bowery 1BD Apartment,87296223,Julien,Manhattan,Chinatown,40.71681,-73.99539,Entire home/apt,190,5,8,2019-06-14,0.3,1,81
16883129,Charming Studio In Historic Home,26178075,Tricia,Staten Island,Stapleton,40.6322,-74.07789,Entire home/apt,75,2,103,2019-07-05,3.52,1,73
16883282,Gorgeous Luxury 1 Brd Apt in Trendy West Village!,3827805,Casey,Manhattan,West Village,40.73249,-74.00854,Entire home/apt,210,3,0,,,1,0
16883813,Cozy and Sunny 2 bedroom apartment,5302735,Thiago,Manhattan,Harlem,40.80495,-73.9556,Entire home/apt,224,4,29,2019-06-09,0.99,2,0
16884012,Airy Inwood Apartment,42330189,Gabriel,Manhattan,Washington Heights,40.85622,-73.93147,Entire home/apt,200,1,0,,,1,0
16884027,Historic Brownstone in Harlem,78930817,Santi,Manhattan,Harlem,40.80443,-73.94546,Entire home/apt,120,1,9,2017-04-17,0.31,1,0
16884587,"Beautiful 2 Bedroom Apartment Woodside, Queens, NY",112601190,Erfan,Queens,Woodside,40.74616,-73.90392,Entire home/apt,106,2,93,2019-06-20,3.13,1,34
16885058,Charming Apartment,47792689,Tiffany,Brooklyn,Bushwick,40.70097,-73.9381,Entire home/apt,68,3,0,,,1,0
16892955,"Huge Comfy Studio with Private Bath, Near Metro",106460468,Felix,Bronx,Kingsbridge,40.87924,-73.89791,Entire home/apt,84,3,114,2019-06-16,4.0,4,63
16893907,Newly renovated modern Apt in heart of Astoria NY,11787695,Charlie,Queens,Astoria,40.76773,-73.91701,Entire home/apt,175,4,12,2019-06-24,0.47,1,42
16898313,Large 2 bdrm loft with outdoor space + trains,4185119,Claire,Brooklyn,Boerum Hill,40.68583,-73.98267,Entire home/apt,148,2,23,2019-06-23,0.78,1,3
16899058,The ❤️ of SoHo: Adorable 2 br // event space,112780904,Milly,Manhattan,SoHo,40.7255,-74.00258,Entire home/apt,459,1,61,2019-07-01,2.04,1,173
16905585,Bright and Spacious East Village Loft,112851539,J,Manhattan,East Village,40.72977,-73.98841,Entire home/apt,350,3,85,2019-06-24,2.87,1,208
16914299,Friendly and well located place to get away,26538766,Tristan,Brooklyn,Park Slope,40.6675,-73.97694,Entire home/apt,120,1,5,2018-04-10,0.18,2,0
16914748,Beautiful Garden Apartment in Bed Stuy Brownstone,190239,Cat,Brooklyn,Bedford-Stuyvesant,40.68498,-73.92613,Entire home/apt,91,10,26,2019-06-14,0.97,1,12
16916191,Bedstuy Brownstone,61127125,Eric,Brooklyn,Bedford-Stuyvesant,40.681,-73.94707,Entire home/apt,170,3,5,2019-06-23,0.5,1,66
16916708,"Cozy 1br apartment, 25 min away from Manhattan",13896771,Raquel,Queens,Ditmars Steinway,40.77707,-73.91887,Entire home/apt,90,5,14,2019-01-05,0.49,1,1
16917171,West Village - 1 Bedroom,31906445,Laura,Manhattan,West Village,40.73459,-74.00143,Entire home/apt,135,2,1,2017-02-20,0.03,1,0
16923912,Charming 5 Bedroom House in Forest Hills NY,23262657,Maayan,Queens,Forest Hills,40.71848,-73.85025,Entire home/apt,400,2,9,2018-12-29,0.37,2,4
16925647,Charming Park Slope Apt (fits up to 6 ppl)!,8131326,Julia,Brooklyn,Windsor Terrace,40.66063,-73.98348,Entire home/apt,239,3,0,,,1,0
16928488,Private apartment in new Brooklyn building!,5611490,Steven & Melissa,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95299,Entire home/apt,150,2,33,2019-05-22,1.21,1,80
16929407,Luxury Loft in Williamsburg,14060369,Aaron,Brooklyn,Williamsburg,40.71218,-73.96048,Entire home/apt,220,3,8,2018-08-26,0.3,1,0
16930274,"Great 1 BR- Q train, Museum Mile and Central Park!",113110121,Christina,Manhattan,Upper East Side,40.76868,-73.95744,Entire home/apt,110,5,22,2019-07-02,1.27,1,7
16933257,Bay Ridge Apt,88981564,Luis,Brooklyn,Bay Ridge,40.62158,-74.02394,Entire home/apt,175,2,35,2019-06-19,1.17,1,325
16933481,Entire 3rd Floor of Brooklyn brownstone,359480,Autumn,Brooklyn,South Slope,40.66398,-73.99041,Entire home/apt,77,3,4,2018-11-25,0.14,1,0
16943101,*New 4 bedrooms 2 Bath Home 15 mins to manhattan!,113251630,Joling,Brooklyn,Bushwick,40.69735,-73.9327,Entire home/apt,240,3,84,2019-06-23,2.95,1,237
16945093,Cute studio close to Penn Station and Times Square,14374073,Estrellita,Manhattan,Chelsea,40.75166,-73.99506,Entire home/apt,150,19,0,,,1,0
16960374,Beautiful 1br in Manhattan!,30097523,Kevin,Manhattan,Harlem,40.82167,-73.94988,Entire home/apt,110,6,5,2018-07-23,0.17,1,0
16965072,Large Bright Home on 2 floors perfect for families,11105949,May,Brooklyn,Bedford-Stuyvesant,40.69309,-73.94987,Entire home/apt,139,5,13,2019-05-01,0.48,1,0
16969156,Cozy Manhattan Studio,113460991,Shain,Manhattan,Midtown,40.75784,-73.96088,Entire home/apt,175,14,8,2019-01-05,0.28,1,310
16970733,Gramercy / East Village Studio,113521983,Julia,Manhattan,Gramercy,40.73328,-73.98241,Entire home/apt,159,8,33,2019-07-01,1.21,1,8
16971247,"Charming, Light drenched Upper East Side studio",5744776,Jensine,Manhattan,Upper East Side,40.77565,-73.94919,Entire home/apt,153,2,4,2019-06-02,0.14,1,3
16972627,Strawberry Fields Forever!,21353088,Katy,Manhattan,Upper West Side,40.77786,-73.98066,Entire home/apt,243,1,41,2019-06-30,1.39,1,8
16975094,Entire beautiful apartment-Astoria,73541674,Dioni,Queens,Ditmars Steinway,40.77319,-73.91687,Entire home/apt,100,3,2,2018-07-16,0.07,2,200
16975918,"Large 1-bedroom, great neighborhood 20min/Midtown",4942156,Paul,Queens,Sunnyside,40.74511,-73.91816,Entire home/apt,80,50,2,2018-08-19,0.09,1,8
16981845,Smart Studio,16420977,Alli,Manhattan,East Village,40.7251,-73.98914,Entire home/apt,140,2,0,,,1,0
16984336,One bedroom apt in a luxury Building,23297219,Aurora,Brooklyn,Williamsburg,40.71819,-73.96532,Entire home/apt,99,4,16,2018-03-23,0.54,2,86
16987293,"New, Luxury and Sunny Apartment",57455831,Maggie,Brooklyn,Clinton Hill,40.6944,-73.96606,Entire home/apt,150,1,1,2017-05-06,0.04,2,0
16987479,Sunny LEGO’s Home,57455831,Maggie,Brooklyn,Clinton Hill,40.69259,-73.9665,Entire home/apt,150,1,5,2019-03-31,0.19,2,0
16991994,Spectacular one bedroom Close to Park,113805886,Yaacov,Manhattan,Upper East Side,40.77743,-73.94977,Entire home/apt,140,31,4,2019-04-12,0.23,33,338
16992922,90 Washington St. 1 BR furnished,53179388,Raymond,Manhattan,Financial District,40.70829,-74.01405,Entire home/apt,200,30,1,2017-08-13,0.04,10,340
16994272,Luxury 2-bedroom apartment in Harlem,570464,Nicole,Manhattan,Harlem,40.80926,-73.95419,Entire home/apt,400,4,8,2019-04-12,0.74,1,42
16996170,2 Bed 2 Bath Close to Park pool In Building,113805886,Yaacov,Manhattan,Upper East Side,40.7771,-73.94996,Entire home/apt,240,31,5,2019-06-16,0.34,33,289
16996664,2 Bed 1 Bath Close to Park,113805886,Yaacov,Manhattan,Upper East Side,40.77898,-73.94983,Entire home/apt,189,31,7,2019-04-13,0.26,33,331
16996954,2 Bed 2 Bath Close To Park Pool in building,113805886,Yaacov,Manhattan,Upper East Side,40.77832,-73.94991,Entire home/apt,225,31,10,2019-06-12,0.48,33,351
16999426,Beautiful Large Private Apt in Amazing Neighbrhood,113905045,Sofia,Queens,Ditmars Steinway,40.77103,-73.91409,Entire home/apt,175,2,6,2019-05-27,0.21,1,176
17000278,The Most Amazing Duplex Apt w/ Outdoor Space in BK,63474828,Ryan,Brooklyn,Sunset Park,40.66135,-73.98841,Entire home/apt,185,30,2,2017-05-02,0.07,1,337
17000577,Charming Brooklyn Heights Abode,113924874,Michi,Brooklyn,Brooklyn Heights,40.70081,-73.99503,Entire home/apt,107,25,12,2019-05-01,0.42,1,1
17006956,Beautiful Bright Apartment. 30 Mins to Manhattan.,18165343,Nikita,Brooklyn,Sunset Park,40.65729,-73.99917,Entire home/apt,195,2,59,2018-07-31,2.03,1,0
17009057,Beauty Brooklyn 2BR close to trains 30+ days only,1410860,Sara Kate,Brooklyn,Bedford-Stuyvesant,40.68324,-73.95174,Entire home/apt,300,30,67,2019-06-20,2.43,1,360
17009742,Charming Light-Filled Apartment in Boerum Hill,15194358,Carly,Brooklyn,Boerum Hill,40.68482,-73.98302,Entire home/apt,150,3,19,2019-07-01,0.65,1,7
17010314,Williamsburg stylish home!,2092961,Ja,Brooklyn,Williamsburg,40.70881,-73.9468,Entire home/apt,155,3,53,2019-07-06,1.97,1,110
17014341,Spacious Studio in E Flatbush,104122404,Vanessa,Brooklyn,East Flatbush,40.63844,-73.92868,Entire home/apt,91,1,117,2019-06-19,3.99,1,60
17020317,Brooklyn Brownstone parlor living with full A/C,679157,Jeremy,Brooklyn,Prospect Heights,40.68125,-73.97236,Entire home/apt,199,2,4,2019-05-20,0.15,1,179
17025831,Large 2Br on W71st & Columbus Feb 19-28,26754726,Julie,Manhattan,Upper West Side,40.77673,-73.98011,Entire home/apt,200,5,0,,,1,0
17027226,"Modern,Elegant,Private,with parking spot,safe area",114219274,Safa,Brooklyn,Fort Hamilton,40.62203,-74.0303,Entire home/apt,87,1,116,2019-06-27,3.99,1,242
17029482,Very Spacious One Bedroom Apt in Private Townhouse,9772108,Demettre,Manhattan,West Village,40.73452,-74.00825,Entire home/apt,215,2,28,2018-05-04,1.0,1,0
17040990,Luxury building in Fort Greene.,1434069,Nathan,Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,126,1,0,,,1,26
17041225,"Funky 3 Bedroom Duplex in hip Greenpoint, Brooklyn",1239078,Michael,Brooklyn,Greenpoint,40.72881,-73.95817,Entire home/apt,200,2,35,2017-09-15,1.19,2,0
17042235,"Classic Brownstone in Williamsburg, BK W/ Backyard",25967444,Joseph,Brooklyn,Williamsburg,40.71247,-73.96155,Entire home/apt,225,3,15,2018-07-29,0.55,1,0
17043121,Perfect 1 Bedroom in Heart of Lower East Side,21959207,Christopher,Manhattan,Lower East Side,40.72085,-73.98895,Entire home/apt,250,3,67,2019-06-19,3.35,1,149
17045905,Private Clean Spacious Sunny E Village Studio Apt,26822855,Seth,Manhattan,East Village,40.72425,-73.98976,Entire home/apt,115,10,4,2018-09-03,0.27,1,0
17046562,Spacious vintage  3 Bed Room home in Brooklyn,114416273,Jason,Brooklyn,East Flatbush,40.63956,-73.93235,Entire home/apt,165,3,55,2019-06-09,1.95,1,171
17070798,"Artsy One Bedroom Apartment in Sunnyside, LIC",3143126,Paulo,Queens,Sunnyside,40.74615,-73.91558,Entire home/apt,85,5,2,2019-05-13,1.05,1,0
17072328,Apartment Near Trendy Restaurants & Prospect Park,8635827,Alison,Brooklyn,Crown Heights,40.675,-73.95885,Entire home/apt,206,3,42,2017-08-25,1.46,1,0
17073870,South Beach Apartment Express to Manhattan,41398005,Mirco,Staten Island,Arrochar,40.59372,-74.06766,Entire home/apt,60,1,25,2019-07-07,0.91,3,12
17073983,Mags,114541713,Margaret And Orville,Queens,Jamaica,40.68619,-73.79229,Entire home/apt,127,5,52,2019-06-15,1.99,1,44
17075535,"Lovely, private studio apartment near Manhattan.",114552571,John,Staten Island,St. George,40.64332,-74.08283,Entire home/apt,120,2,116,2019-07-05,4.0,1,191
17076329,"Discount at Manhattan Club NYC,  June 16-19, 2019",2190447,Stacey,Manhattan,Midtown,40.7658,-73.98218,Entire home/apt,275,7,0,,,1,0
17076571,Middle of center of New York City!,15625009,Anders,Manhattan,Upper West Side,40.78461,-73.97627,Entire home/apt,165,1,152,2019-07-06,5.32,1,228
17076735,Summer Special-Near Bronx Zoo/Botanic Garden/Metro,114568204,Angela,Bronx,Pelham Gardens,40.86673,-73.845,Entire home/apt,119,3,75,2019-07-01,2.74,1,146
17093180,Studio in Manhattan (UES),99634835,Aspano,Manhattan,Upper East Side,40.77058,-73.95358,Entire home/apt,160,1,68,2019-06-04,2.33,1,19
17095350,Adorable West Village One Bedroom,27234116,Lily,Manhattan,Greenwich Village,40.732,-73.99959,Entire home/apt,175,2,0,,,1,0
17095971,Charming Cozy Designer Home- Private House,69366752,Maggie,Queens,Forest Hills,40.73576,-73.85434,Entire home/apt,95,2,153,2019-07-01,5.31,2,106
17097239,Coney Island Pvt 1 Br Apt. * Wi-Fi,114736959,Ed,Brooklyn,Coney Island,40.57575,-73.98465,Entire home/apt,115,2,63,2019-06-19,2.23,6,140
17106473,Contemporary 3BR w Nursery in Brownstone Brooklyn,14927662,Michael,Brooklyn,Carroll Gardens,40.68255,-73.99281,Entire home/apt,100,4,4,2018-11-25,0.14,1,15
17106644,Urban Elegance in Crown Heights,1527966,Tiffany,Brooklyn,Crown Heights,40.67395,-73.95682,Entire home/apt,135,3,17,2018-12-31,0.68,1,0
17106705,Above Season Beach Loft,114853757,Abra & Domenic,Queens,Rockaway Beach,40.58718,-73.81541,Entire home/apt,145,2,42,2019-05-27,1.63,1,310
17107385,...Su Casa,16995499,Sam,Queens,Sunnyside,40.74993,-73.91346,Entire home/apt,75,2,0,,,1,0
17107656,Colorful 1 Bedroom in the Heart of the E. Village,65971028,Tamarinda,Manhattan,East Village,40.72709,-73.98612,Entire home/apt,125,30,2,2017-09-01,0.08,1,0
17108224,Stunning Brand New 2bed/2bath House Best Loacation,49701132,Bonnie,Manhattan,Chelsea,40.74187,-74.00622,Entire home/apt,600,1,86,2019-06-07,3.04,1,261
17108395,10mins to Manhattan Times Square,114877351,Dennis,Queens,Astoria,40.76646,-73.92847,Entire home/apt,125,2,14,2018-10-07,0.48,1,0
17116411,3-BDRM/2 BATH Apartment AMAZING LOCATION on UWS!,114977427,Nancy And John,Manhattan,Upper West Side,40.77836,-73.97994,Entire home/apt,489,3,81,2019-07-01,3.01,1,152
17117129,LastM & EarlyBirdDiscount! ModernCozy Apt Parkview,114988251,A. Kaylee,Brooklyn,Prospect-Lefferts Gardens,40.65608,-73.96176,Entire home/apt,99,2,26,2019-06-27,2.05,1,272
17118782,Modern East Village Tenement (1 bedroom),36383228,Amanda,Manhattan,East Village,40.72576,-73.97908,Entire home/apt,160,5,25,2019-05-27,0.9,1,0
17120582,The McCarren - A Two Bedroom Over the Park! #10262,9673465,Chris,Brooklyn,Greenpoint,40.72282,-73.94856,Entire home/apt,300,3,48,2019-06-23,1.69,1,3
17122054,Charming Duplex in Manhattan,115057851,Chito And Xavier,Manhattan,East Harlem,40.80999,-73.93946,Entire home/apt,115,3,86,2019-07-02,2.99,2,85
17122333,Luxury 2Bed/2Bth Private Loft Best NYC Location,48891349,Riley,Manhattan,West Village,40.74049,-74.00527,Entire home/apt,600,1,106,2019-06-21,3.75,1,286
17122439,Charming Studio with your Own Private Patio,115057851,Chito And Xavier,Manhattan,East Harlem,40.80827,-73.93813,Entire home/apt,100,3,103,2019-07-01,3.61,2,32
17123353,*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE PATIO,33161690,Alison,Brooklyn,Williamsburg,40.71722,-73.95477,Entire home/apt,130,3,66,2019-07-03,2.36,1,257
17123684,NEW YORK CENTRAL APARTMENT/TIME SQUARE,26089606,Carlotta,Manhattan,Hell's Kitchen,40.75659,-73.99313,Entire home/apt,230,3,13,2018-10-20,0.46,1,260
17125159,Clean and Stylish Newly Renovated Apartment,115092398,J,Manhattan,Harlem,40.81843,-73.94401,Entire home/apt,125,1,78,2019-06-22,2.7,1,40
17133439,Beautiful modern & large 2 bedroom,11606007,Vikas,Manhattan,Midtown,40.74433,-73.98318,Entire home/apt,450,2,0,,,1,0
17133664,"Modern, Spacious Hideaway in Historic Brooklyn",45409030,Trouve,Brooklyn,Kensington,40.64309,-73.97707,Entire home/apt,110,6,12,2018-07-17,0.41,1,0
17138302,Sunny and Bright Studio in Upper West Side!,2771711,Gina,Manhattan,Upper West Side,40.80212,-73.9692,Entire home/apt,120,1,2,2017-03-04,0.07,1,0
17140695,Sun-Filled Apartment in Bushwick,2770769,Karen,Brooklyn,Bushwick,40.69864,-73.92827,Entire home/apt,115,90,2,2017-07-24,0.08,1,34
17141182,"Private, Clean, 1.5 Bedroom Apt",114157738,Alyssa,Manhattan,Morningside Heights,40.80338,-73.9636,Entire home/apt,100,1,19,2018-02-15,0.66,1,0
17141413,Cozy studio close to train and shopping avenue!!!,55468876,Matt,Queens,Ridgewood,40.70575,-73.90171,Entire home/apt,90,1,109,2019-06-30,3.97,1,75
17142987,Charming Apartment with Private Backyard,78154356,Mirela And Daniel,Bronx,Pelham Bay,40.84752,-73.82797,Entire home/apt,89,2,94,2019-06-20,3.2,1,252
17149950,Entire One bedroom Apartment in Midtown Manhattan,7616444,Ramin,Manhattan,Midtown,40.75029,-73.98402,Entire home/apt,350,5,4,2017-10-31,0.15,1,0
17150899,Modern new  large duplex apartment.,27072611,Vinny,Manhattan,Kips Bay,40.73829,-73.97896,Entire home/apt,285,1,79,2019-06-21,2.7,1,310
17151145,Quiet West Village Gem,4628742,Manesh,Manhattan,West Village,40.73394,-74.00302,Entire home/apt,125,1,6,2019-01-29,0.21,1,0
17152737,Chelsea Artist's Apartment,12578148,Felicity,Manhattan,Chelsea,40.74353,-73.99709,Entire home/apt,545,5,42,2019-06-26,1.57,1,322
17153913,Charming Sunny Williamsburg/Greenpoint Apartment,2800064,Joseph,Brooklyn,Greenpoint,40.72399,-73.95166,Entire home/apt,208,4,61,2019-06-23,2.26,1,255
17154204,Tranquil space,16995590,Steph,Queens,Rosedale,40.65439,-73.73185,Entire home/apt,100,2,45,2019-06-09,1.7,1,360
17156147,Sunny Railroad Apt,10762635,Shea,Brooklyn,Crown Heights,40.67685,-73.94033,Entire home/apt,93,6,0,,,1,0
17158871,"19th Cent. Brooklyn Hts, Moments from Manhattan",17727305,Stephen,Brooklyn,Brooklyn Heights,40.69754,-73.99298,Entire home/apt,270,4,48,2019-07-01,1.73,1,172
17168007,"NYMT07-1 LUXURY! Studio,Cozy,Gym,doorman Stu-7",39890192,Laura,Manhattan,Hell's Kitchen,40.76536,-73.98864,Entire home/apt,160,45,6,2019-05-22,0.63,12,365
17171691,Modern 1 Bedroom Luxury Apartment in Dumbo,115517627,Kevin,Brooklyn,Vinegar Hill,40.69891,-73.98423,Entire home/apt,175,4,1,2017-10-22,0.05,1,0
17172375,Skyscraper Living in Midtown,29240443,Luis,Manhattan,Theater District,40.76106,-73.98627,Entire home/apt,180,3,3,2017-05-21,0.11,1,0
17174519,Chelsea Brownstone 3 Bedroom House,10590692,Wade,Manhattan,Chelsea,40.74443,-74.00012,Entire home/apt,650,3,35,2019-07-03,1.61,2,179
17177726,Spacious and Bright Brooklyn Two Bedroom Apartment,700224,Shane & Nicole,Brooklyn,Gowanus,40.68361,-73.98671,Entire home/apt,185,30,10,2019-05-11,0.53,4,323
17187942,"Cozy, neat, spacious 2 BR apartment in East Harlem",2247818,Gonda,Manhattan,East Harlem,40.80268,-73.94051,Entire home/apt,100,10,28,2019-05-31,0.97,1,0
17188328,Cozy studio in the heart of the West Village,6375225,Jennifer,Manhattan,West Village,40.73376,-73.99982,Entire home/apt,150,3,0,,,1,0
17189484,The Traveler's Suite,21376087,LeeAna,Brooklyn,Greenpoint,40.73301,-73.95835,Entire home/apt,100,2,176,2019-06-30,6.02,1,14
17189799,Spacious Studio - Midtown East,4316106,George,Manhattan,Midtown,40.7544,-73.96721,Entire home/apt,200,2,43,2019-04-10,1.48,1,0
17192309,3 Bedroom Cozy Apartmnet,66978896,Viviana,Brooklyn,Bushwick,40.69149,-73.91291,Entire home/apt,160,4,21,2018-09-20,0.75,2,189
17209680,"Sunny, quiet and oh-so-central East Village nest.",1226375,Tina,Manhattan,East Village,40.72334,-73.9839,Entire home/apt,110,2,29,2019-05-27,1.53,1,15
